Learner,Recall(Sick),Recall(weighted),F1(Sick),F1(weighted),MCC,Precision(Sick),AUC,CA
"GBClassifier(n_estimators=50, min_samples_split=5, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9187677556818182,0.8734209682590574,0.9129322512350035,0.8727530151305605,0.6814062033982393,0.9071704067321178,0.9492766476256008,0.8734209682590574
"GBClassifier(n_estimators=50, subsample=0.8, min_samples_split=10, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9192116477272727,0.8742545687720423,0.9134941991265605,0.8736052567335506,0.6835666278974153,0.9078474353353793,0.9488865535331963,0.8742545687720423
"GBClassifier(n_estimators=50, min_samples_split=10, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9187677556818182,0.8734209682590574,0.9129322512350035,0.8727530151305605,0.6814062033982393,0.9071704067321178,0.9492766476256008,0.8734209682590574
"GBClassifier(learning_rate=0.03, subsample=0.8, min_samples_split=5, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9194779829545454,0.8366142994549535,0.8904651362737512,0.8316286140078045,0.5747474696158159,0.863227204534089,0.9049344970718498,0.8366142994549535
"GBClassifier(learning_rate=0.03, min_samples_split=5, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.91796875,0.8359089451747355,0.8898833856878523,0.8310824042107277,0.5733372268626856,0.8634655532359081,0.9033871064150364,0.8359089451747355
"GBClassifier(learning_rate=0.03, subsample=0.8, min_samples_split=10, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9194779829545454,0.8366142994549535,0.8904651362737512,0.8316286140078045,0.5747474696158159,0.863227204534089,0.9049344970718498,0.8366142994549535
"GBClassifier(learning_rate=0.03, min_samples_split=10, max_depth=1, min_impurity_split=<?>, random_state=0, presort=<?>)",0.91796875,0.8359089451747355,0.8898833856878523,0.8310824042107277,0.5733372268626856,0.8634655532359081,0.9033871064150364,0.8359089451747355
"GBClassifier(learning_rate=0.03, subsample=0.8, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9150390625,0.8588008977236293,0.9034887798036466,0.8572639846547204,0.6413966421952164,0.8922264542936288,0.9312320003876651,0.8588008977236293
"GBClassifier(learning_rate=0.03, min_samples_split=5, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9194779829545454,0.858608528374479,0.903791613944762,0.8564725609632856,0.6388110508655308,0.8886314886314887,0.9316967392680412,0.858608528374479
"GBClassifier(learning_rate=0.03, subsample=0.8, min_samples_split=10, max_depth=2, min_impurity_split=<?>, random_state=0, presort=<?>)",0.9150390625,0.8588008977236293,0.9034887798036466,0.8572639846547204,0.6413966421952164,0.8922264542936288,0.9312320003876651,0.8588008977236293
